,Unnamed: 0,Unnamed: 0.1,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg),url,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path
296,296,296,eco-power.com.au,eco-power.com.au,2015-08-09,2020-01-04,1312,3,1,True,1,True,N,16,0.4159774408207701,0,0,0,0,N,1,1,Compromised,6.0,1.0,5.0,5.0,0.0,0,5,200,False,45.32.188.191,1,78,105,935600.0,"1267    http://eco-power.com.au/miscs/service/loa.php
Name: url, dtype: object",6.0,2.6666667,0.0,18.5,0.0,1,2,0,0,0
297,297,297,hebberig.be,onzin.hebberig.be,2014-03-07,2020-01-04,5732,3,1,True,1,None,N,17,0.3968903867566075,0,0,0,1,N,0,1,Compromised,52.0,0.0,32.0,0.0,0.0,0,5,403,False,136.144.195.12,230,82,2644,440944.0,"1305    http://onzin.hebberig.be/data/IQdz3HLtGo/prog/...
Name: url, dtype: object",32.0,4.0,0.0,31.90625,0.0,1,2,0,0,0
298,298,298,momentaglobal.com,momentaglobal.com,2013-04-04,2020-01-04,17031,8,12,True,3,None,N,17,0.4115962691095487,0,0,0,0,N,0,0,Compromised,22.0,1.0,21.0,21.0,0.0,0,6,404,False,192.185.92.82,39379,77,1404,434236.0,"331    http://momentaglobal.com/AOL_Update/index.htm
Name: url, dtype: object",22.0,2.2272727000000003,0.0,33.909092,0.0,1,1,0,0,0
299,299,299,premier-equities.com,premier-equities.com,2012-08-21,2020-01-04,3075,2,1,True,1,True,N,20,0.4355229691428728,0,0,0,0,N,1,0,Compromised,12.0,0.0,12.0,12.0,0.0,0,5,404,False,70.32.91.156,69043,82,566,275892.0,"1051    http://premier-equities.com/wp-contents/step2.php
Name: url, dtype: object",12.0,2.0,0.0,22.0,0.0,1,1,0,0,0
300,300,300,cootehalladventure.com,www.cootehalladventure.com,2010-11-04,2019-12-30,2065,2,1,True,1,None,N,26,0.4708979161259136,0,0,0,0,N,0,1,Compromised,7.0,0.0,5.0,0.0,2.0,0,6,404,False,91.136.49.93,3612,81,2,568961.0,"271    http://www.cootehalladventure.com/bawa/Suncorp...
Name: url, dtype: object",3.0,2.0,0.0,21.0,0.0,1,2,0,0,0
301,301,301,abg.org.au,abg.org.au,2010-09-20,2019-09-02,1821,2,4,True,2,None,N,10,0.3402410164862569,0,0,0,0,N,0,1,Compromised,4.0,0.0,4.0,4.0,0.0,0,11,404,True,27.121.68.26,10189,78,88,682809.0,"701    http://abg.org.au/asaa/loginoffie/login/office
Name: url, dtype: object",4.0,4.0,0.0,29.0,0.0,1,2,0,0,0
302,302,302,lasertk.ru,mx.lasertk.ru,2013-09-28,2020-01-04,51283,1,1,True,1,None,N,13,0.4240934099952612,0,0,0,0,N,0,1,Compromised,9.0,0.0,9.0,0.0,0.0,0,5,404,False,94.180.114.162,418,81,2501,584591.0,"923    http://mx.lasertk.ru/RBMC8Qg1BHav4pYFzembFoENc...
Name: url, dtype: object",9.0,5.0,0.0,141.33333000000002,0.0,1,2,0,0,0
303,303,303,free-audio-converter.net,www.free-audio-converter.net,2010-06-25,2020-01-03,32590,2,1,True,1,None,N,28,0.4619933867142911,0,0,0,0,N,2,1,Compromised,47.0,0.0,47.0,0.0,26.0,0,6,200,False,64.40.144.10,1098,78,333,361674.0,"259    http://www.free-audio-converter.net/Downloads/
Name: url, dtype: object",21.0,2.0,0.0,11.0,0.0,1,2,0,0,0
304,304,304,seacollection.com.vn,seacollection.com.vn,2014-11-02,2020-01-04,8335,6,4,True,2,None,N,20,0.4308049217994888,0,0,0,0,N,0,1,Compromised,18.0,0.0,18.0,18.0,0.0,0,5,404,False,118.69.80.18,552,81,1602,571979.8571428572,"332    http://seacollection.com.vn/CHECK/grow/doc/pro...
Name: url, dtype: object",18.0,3.6666667,0.0,27.0,0.0,1,2,0,0,0
305,305,305,southwestern.edu.np,southwestern.edu.np,2014-09-15,2020-01-03,5151,5,6,True,5,True,N,19,0.4339193042469034,0,0,0,0,N,0,1,Compromised,9.0,0.0,9.0,9.0,0.0,0,6,404,False,69.89.31.130,50999,69,1433,893535.5,"374    http://southwestern.edu.np/swift/dpbx
Name: url, dtype: object",9.0,1.6666666,0.0,8.333333,0.0,1,2,0,0,0
306,306,306,aftonkuriren.se,www.aftonkuriren.se,2014-05-12,2019-10-08,16668,15,1,True,1,True,N,19,0.4470771989837455,0,0,0,0,N,0,1,Compromised,115.0,4.0,110.0,0.0,95.0,1,6,200,False,85.229.147.104,39248,67,32,812562.0,"33    http://www.aftonkuriren.se/?p=127754
Name: url, dtype: object",19.0,1.2105263000000002,0.0,3.3157894999999997,0.0,1,2,0,0,0
307,307,307,jobsinbd.com,jobsinbd.com,2014-04-15,2020-01-04,24622,4,3,True,2,True,N,12,0.4064536489558933,0,0,0,0,N,0,0,Compromised,2.0,0.0,2.0,2.0,0.0,0,6,404,True,117.58.243.83,352,82,302,706362.5,"1068    http://jobsinbd.com/job_seeker_pre/re-viewdoc/...
Name: url, dtype: object",2.0,3.0,0.0,36.0,0.0,1,1,0,0,0
308,308,308,ridesandfun.com,ridesandfun.com,2012-01-17,2020-01-01,1842,10,5,True,3,None,N,15,0.4550279987754834,0,0,0,0,N,0,0,Compromised,21.0,0.0,21.0,21.0,0.0,0,5,404,False,185.58.192.251,295,72,1464,298792.0,"1278    http://ridesandfun.com/buxton/gm267.php
Name: url, dtype: object",21.0,1.8571428,0.0,14.714285999999998,0.0,1,1,0,0,0
309,309,309,pacificsafetywear.com.au,pacificsafetywear.com.au,2012-12-08,2020-01-04,8579,1,1,True,1,True,N,24,0.4650219428364066,0,0,0,0,N,0,1,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,False,27.54.129.161,303,80,2379,636059.0,"1240    http://pacificsafetywear.com.au/style/ehost.exe
Name: url, dtype: object",6.0,2.0,0.0,16.0,0.0,1,2,0,1,0
310,310,310,maxejaculation.com,maxejaculation.com,2013-11-27,2020-01-04,9660,3,3,True,3,True,N,18,0.4465539119746933,0,0,0,0,N,0,0,Compromised,2.0,0.0,2.0,2.0,0.0,0,5,404,True,198.199.69.186,10825,81,1013,891559.0,"341    http://maxejaculation.com/~livr536e/CIG/da.zip...
Name: url, dtype: object",2.0,4.0,0.0,25.0,0.0,1,1,0,0,0
311,311,311,yilmazduzen.com,yilmazduzen.com,2014-07-14,2020-01-02,19566,6,5,True,4,None,N,15,0.4550279987754834,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,0.0,0,7,404,True,185.151.30.131,18540,82,616,548462.0,"1226    http://yilmazduzen.com/images/slim/Validation/...
Name: url, dtype: object",5.0,4.0,0.0,33.0,0.0,1,1,0,0,0
312,312,312,sanskarvidhyapeeth.com,sanskarvidhyapeeth.com,2014-12-29,2019-10-23,8380,15,8,True,3,True,N,22,0.4963216438680211,0,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,6,404,False,142.4.25.38,344,82,1023,808826.0,"1285    http://sanskarvidhyapeeth.com/img/made%20in%20...
Name: url, dtype: object",4.0,3.0,0.0,32.0,0.0,1,1,0,0,0
313,313,313,stylenb.com,stylenb.com,2015-11-27,2020-01-03,4980,19,5,True,3,None,N,11,0.4324289625662561,0,0,0,1,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,5,404,True,23.227.38.32,188583,81,845,569933.3333333335,"676    http://stylenb.com/~tequetap/cgi-bin/online/ba...
Name: url, dtype: object",3.0,6.0,0.0,49.0,0.0,1,1,0,0,1
314,314,314,theaestheticclinic.com,theaestheticclinic.com,2015-01-22,2020-01-04,1307,8,5,True,3,True,N,22,0.4195615480173997,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,404,True,77.68.64.0,38558,82,827,500785.0,"1160    http://theaestheticclinic.com/wp-content/upgra...
Name: url, dtype: object",3.0,7.0,0.0,88.0,0.0,1,1,0,0,0
315,315,315,biganddigital.com,www.biganddigital.com,2014-02-14,2020-01-04,13573,4,5,True,1,None,N,21,0.4448148029398224,0,0,0,0,N,0,1,Compromised,12.0,1.0,11.0,0.0,5.0,1,5,404,False,104.131.129.51,20723,82,1,876244.3333333335,"1084    http://www.biganddigital.com/wp-content/themes...
Name: url, dtype: object",7.0,3.7142856,0.0,33.42857,0.0,1,2,0,0,0
316,316,316,chipseo.com,chipseo.com,2015-05-08,2020-01-03,1416,6,7,True,4,None,N,11,0.3869744092943177,0,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,5,404,False,104.31.87.15,0,80,1200,687754.5,"86    http://chipseo.com/~vanssesa1/applieid.apple/i...
Name: url, dtype: object",4.0,4.5,0.0,53.5,0.0,1,2,1,0,0
317,317,317,twgogo.org,candy.twgogo.org,2015-10-26,2019-08-26,558,3,2,True,1,None,N,16,0.41007988164154,0,0,0,0,N,0,1,Compromised,4.0,0.0,4.0,0.0,0.0,0,5,200,False,199.59.242.151,4028,81,1001,759115.25,"113    http://candy.twgogo.org/updata/MineCandyLaunch...
Name: url, dtype: object",4.0,2.0,0.0,33.0,0.0,1,2,0,0,0
318,318,318,masverde.cl,masverde.cl,2013-09-08,2020-01-03,14004,2,1,True,1,True,N,11,0.409701685930287,0,0,0,0,N,0,0,Compromised,6.0,1.0,5.0,5.0,0.0,0,7,200,True,192.185.22.253,494,81,0,747658.5,"380    https://masverde.cl/js/b91a76b0b2fa7ce160212f5...
Name: url, dtype: object",6.0,2.3333333,0.0,30.666665999999996,0.0,1,1,0,0,0
319,319,319,jendelatours.com,jendelatours.com,2014-01-13,2020-01-04,13849,5,2,True,1,None,N,16,0.46875,0,0,0,0,N,0,0,Compromised,8.0,0.0,8.0,8.0,0.0,0,6,404,False,66.154.14.82,26006,81,235,775811.0,"553    http://jendelatours.com/wordpress/kefnlxon/cb-...
Name: url, dtype: object",8.0,3.75,0.0,43.875,0.0,1,1,0,0,0
320,320,320,axez.nl,axez.nl,2013-03-26,2020-01-04,6822,5,2,True,2,None,N,7,0.35091935475549224,0,0,0,0,N,0,0,Compromised,9.0,0.0,9.0,9.0,0.0,0,5,404,True,185.69.234.110,80677,55,439,799573.0,"742    http://axez.nl/PayPaI/1
Name: url, dtype: object",9.0,3.6666667,0.0,26.333334000000004,0.0,1,1,0,0,0
321,321,321,kuru2jam.com,parts.kuru2jam.com,2012-09-19,2019-12-17,480399,11,8,True,2,None,N,18,0.4517961868006754,0,0,0,0,N,0,1,Compromised,15.0,1.0,14.0,0.0,0.0,0,5,200,False,209.126.103.59,3603,80,83,987308.0,"1306    http://parts.kuru2jam.com/js/unhcr_blogparts.js
Name: url, dtype: object",15.0,1.9333333,0.0,16.866667,0.0,1,2,0,0,0
322,322,322,xdesk.org,jason.xdesk.org,2014-05-02,2020-01-04,9834,2,1,True,1,True,N,15,0.4383613321088168,0,0,0,0,N,0,1,Compromised,3.0,0.0,3.0,0.0,0.0,0,7,200,False,45.79.5.252,620341,65,334,391833.0,"574    http://jason.xdesk.org/index.html
Name: url, dtype: object",3.0,1.0,0.0,11.0,0.0,1,2,0,0,0
323,323,323,roachchiropractic.com,roachchiropractic.com,2013-10-23,2020-01-04,8402,6,3,True,3,True,N,21,0.38761457115634745,0,0,0,0,N,0,0,Compromised,5.0,1.0,4.0,4.0,0.0,0,5,404,True,216.172.165.60,147534,80,1295,907479.0,"42    http://roachchiropractic.com/~skamenyt/out1ook...
Name: url, dtype: object",5.0,3.4,0.0,34.6,0.0,1,1,0,0,0
324,324,324,hebogo.com,hebogo.com,2012-11-06,2020-01-04,5875,1,2,True,1,None,N,10,0.3558049217994889,0,0,0,0,N,0,0,Compromised,74.0,0.0,74.0,74.0,19.0,0,7,200,False,220.73.162.5,108336,74,1153,492998.125,"451    http://hebogo.com/download/Uninstaller.exe
Name: url, dtype: object",55.0,2.0,0.0,14.0,0.0,1,1,0,0,1
325,325,325,fm-solutions.co.za,www.fm-solutions.co.za,2013-04-10,2020-01-03,2515,5,3,True,2,None,N,22,0.4650160973806417,0,0,0,0,N,1,2,Compromised,26.0,0.0,12.0,0.0,7.0,0,5,404,False,169.239.217.14,109845,82,0,780212.0,"1222    http://www.fm-solutions.co.za/Adob9e_secure/ve...
Name: url, dtype: object",5.0,3.8,0.0,54.8,0.0,1,3,0,0,0
326,326,326,retroactive-jazz.co.uk,retroactive-jazz.co.uk,2014-01-31,2019-08-31,4600,2,3,True,2,None,N,22,0.4665198716571654,0,0,0,0,N,1,1,Compromised,13.0,0.0,13.0,13.0,0.0,0,5,404,True,165.231.190.145,609,82,1807,554747.0,"1346    http://retroactive-jazz.co.uk/wp-includes/font...
Name: url, dtype: object",13.0,6.4615383,0.0,71.46154,0.0,1,2,0,0,0
327,327,327,smakdemoprojects.com,smakdemoprojects.com,2014-08-20,2019-09-12,1170,5,4,True,2,None,N,20,0.4433049217994888,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,False,170.10.161.168,349,82,1002,655215.0,"1095    http://smakdemoprojects.com/~samuela/uk/paypal...
Name: url, dtype: object",6.0,4.0,0.0,33.0,0.0,1,1,1,0,0
328,328,328,proxfilter.net,proxfilter.net,2014-07-24,2020-01-01,3969,2,1,True,1,True,N,14,0.4223479138995887,0,0,0,0,N,0,0,Compromised,56.0,0.0,56.0,56.0,20.0,0,7,200,False,75.119.198.167,583,74,1095,572606.0,"649    http://proxfilter.net/files/RWIN_patch.exe
Name: url, dtype: object",36.0,1.6666666,0.0,8.222222,0.0,1,1,0,0,0
329,329,329,jdbrunson.com,jdbrunson.com,2014-01-05,2020-01-04,1682,4,2,True,2,None,N,13,0.4240934099952612,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,2.0,0,5,404,True,132.148.80.19,30466,65,581,471963.0,"852    http://jdbrunson.com/c/a/sign.htm
Name: url, dtype: object",3.0,3.0,0.0,13.0,0.0,1,1,0,0,0
330,330,330,weareshameless.com,weareshameless.com,2014-05-17,2020-01-02,2045,4,3,True,3,None,N,18,0.4048872453080265,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,7,404,False,68.183.44.4,1257,71,49,200726.0,"674    http://weareshameless.com/joseph/excelz
Name: url, dtype: object",3.0,2.0,0.0,14.0,0.0,1,1,0,0,0
331,331,331,willowspringsnsj.org,willowspringsnsj.org,2010-07-24,2019-09-03,18438,13,6,True,7,True,N,20,0.4230229691428728,0,0,0,0,N,0,0,Compromised,7.0,1.0,6.0,6.0,0.0,0,6,404,False,104.28.1.96,24042,81,980,754536.8571428572,"453    http://willowspringsnsj.org/wp-includes/pomo/o...
Name: url, dtype: object",7.0,3.0,0.0,52.0,0.0,1,1,0,0,0
332,332,332,raptor4x4.it,raptor4x4.it,2010-10-17,2020-01-04,8032,4,3,True,1,None,N,12,0.38562031562256,0,0,0,0,N,0,0,Compromised,9.0,0.0,6.0,6.0,0.0,0,8,999,True,62.149.128.160,4547,81,70,137255.0,"187    http://raptor4x4.it/E-SHOP/contents/it/p2015.html
Name: url, dtype: object",6.0,4.0,0.0,29.5,0.0,1,1,0,0,0
333,333,333,n1.hu,ticoglass.n1.hu,2010-08-18,2020-01-03,11062,1,1,True,1,True,N,15,0.4550279987754834,0,0,0,0,N,0,1,Compromised,11.0,1.0,6.0,0.0,0.0,0,6,200,False,195.228.86.53,12306,63,533,761211.0,"952    http://ticoglass.n1.hu/eler.htm
Name: url, dtype: object",7.0,1.0,0.0,7.571428999999999,0.0,1,2,0,0,0
334,334,334,idocka.ru,idocka.ru,2010-11-22,2019-12-16,32773,2,1,True,1,None,N,9,0.3962406312451201,0,0,0,0,N,0,0,Compromised,104.0,37.0,66.0,66.0,0.0,0,5,200,False,89.108.72.76,12508,82,268,809976.5,"1009    http://idocka.ru/stroitelnie_materiali_instrum...
Name: url, dtype: object",103.0,1.7475728,0.0,26.844659999999998,0.0,1,1,0,0,0
335,335,335,sundarnepal.org.np,sundarnepal.org.np,2013-07-20,2019-09-15,3392,6,5,True,3,None,N,18,0.4326650230858044,0,0,0,0,N,0,1,Compromised,5.0,0.0,5.0,5.0,0.0,0,5,404,False,149.202.166.163,361,81,1132,927094.0,"721    http://sundarnepal.org.np/components/com_gantr...
Name: url, dtype: object",5.0,3.4,0.0,27.4,0.0,1,2,0,0,0
336,336,336,merchantcityyoga.com,merchantcityyoga.com,2014-09-23,2020-01-04,9542,4,6,True,3,True,N,20,0.4480229691428728,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,5,404,True,185.151.30.130,71642,81,2575,320877.0,"936    http://merchantcityyoga.com/login.html/update/...
Name: url, dtype: object",3.0,4.0,0.0,38.0,0.0,1,2,0,0,0
337,337,337,jenandkenras.com,jenandkenras.com,2011-05-13,2020-01-04,7412,2,2,True,2,None,N,16,0.4316024408207701,0,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,6,404,True,23.227.38.32,42461,81,1196,909502.0,"766    http://jenandkenras.com/~patrickl/phplogin/dhl...
Name: url, dtype: object",4.0,3.0,0.0,38.0,0.0,1,1,0,0,0
338,338,338,cmsoft.cn,www.cmsoft.cn,2014-10-15,2020-01-04,8702,5,2,True,2,True,N,13,0.3783733421203239,0,0,0,0,N,0,1,Compromised,29.0,10.0,19.0,0.0,0.0,0,5,200,False,103.213.251.132,12387,69,30,106991.75,"469    http://www.cmsoft.cn/download/cmsoft/
Name: url, dtype: object",29.0,2.9310346000000003,0.10344828,21.103448999999998,0.0,1,2,0,0,1
339,339,339,ricohogar.com,ricohogar.com,2014-06-19,2020-01-03,3819,5,4,True,1,None,N,13,0.3783733421203239,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,0.0,0,6,404,False,184.107.72.171,332,69,1819,531453.5,"1166    http://ricohogar.com/js/js/index.htm
Name: url, dtype: object",5.0,3.0,0.0,16.0,0.0,1,1,0,0,0
340,340,340,versatilpromo.com.br,versatilpromo.com.br,2010-10-22,2020-01-02,6824,8,6,True,6,True,N,20,0.4558049217994888,0,0,0,0,N,0,1,Compromised,75.0,0.0,75.0,75.0,0.0,0,5,200,True,169.57.141.85,184329,82,620,281546.0,"1269    http://versatilpromo.com.br/confeccao/wp-confi...
Name: url, dtype: object",75.0,6.76,0.0,65.77333,0.0,1,2,0,0,0
341,341,341,windpassenger.pt,windpassenger.pt,2014-10-17,2020-01-04,29547,1,1,True,2,True,N,16,0.4375,0,0,0,0,N,0,0,Compromised,5.0,2.0,3.0,3.0,0.0,0,5,200,True,94.126.168.118,134405,81,1185,395658.0,"501    http://windpassenger.pt/fotos/editor2/aventura...
Name: url, dtype: object",5.0,2.8,0.0,28.0,0.0,1,1,0,0,0
342,342,342,exenata.pl,exenata.pl,2010-09-06,2019-10-11,1446,5,5,True,2,None,N,10,0.3652410164862568,0,0,0,0,N,0,0,Compromised,10.0,0.0,10.0,10.0,0.0,0,8,200,True,46.4.253.91,14551,61,71,723145.0,"1140    http://exenata.pl/Zee/update
Name: url, dtype: object",10.0,2.4,0.0,15.0,0.0,1,1,0,0,0
343,343,343,caissa.it,asd.caissa.it,2014-09-19,2020-01-04,9170,2,3,True,1,None,N,13,0.33265327424538643,0,0,0,0,N,0,1,Compromised,7.0,0.0,6.0,0.0,0.0,0,8,200,False,164.132.66.215,19076,80,822,558817.0,"396    http://asd.caissa.it/portomannu/vega/pairs9.html
Name: url, dtype: object",6.0,3.0,0.0,27.5,0.0,1,2,0,0,0
344,344,344,thetravellerschoice.com,thetravellerschoice.com,2014-12-21,2020-01-04,3901,4,4,True,4,True,N,23,0.4417773786284788,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,False,66.33.196.43,369,82,660,520081.5,"1200    http://thetravellerschoice.com/js/libs/Proces/...
Name: url, dtype: object",6.0,5.0,0.0,43.333332,0.0,1,1,0,0,0
345,345,345,lepetitolivier.fr,lepetitolivier.fr,2013-05-11,2020-01-04,19879,2,2,True,2,True,N,17,0.3968903867566075,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,5,404,False,54.37.87.230,233,80,584,326727.0,"11    http://lepetitolivier.fr/js/lib/bankofamerica....
Name: url, dtype: object",3.0,4.0,0.0,36.0,0.0,1,1,1,0,0
346,346,346,studzapiska.ru,studzapiska.ru,2014-11-01,2019-11-03,26005,4,3,True,3,True,N,14,0.4223479138995887,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,0.0,0,5,404,False,93.170.130.239,88828,81,1294,342024.0,"931    http://studzapiska.ru/Simple%20Tangerine%20For...
Name: url, dtype: object",5.0,1.0,0.0,34.6,0.0,1,1,0,0,0
347,347,347,mikejahnphoto.com,mikejahnphoto.com,2010-10-26,2020-01-04,2103,7,6,True,2,None,N,17,0.44655867774882396,0,0,0,0,N,0,0,Compromised,9.0,0.0,9.0,9.0,0.0,0,5,404,False,198.49.23.144,77562,82,2361,688247.875,"1080    http://mikejahnphoto.com/wp-includes/js/crop/l...
Name: url, dtype: object",9.0,4.6666665,0.0,39.666668,0.0,1,1,0,0,0
348,348,348,kastros.com,kastros.com,2013-11-19,2020-01-04,8003,4,4,True,3,None,N,11,0.3869744092943177,0,0,0,0,N,0,0,Compromised,15.0,0.0,15.0,15.0,0.0,0,5,404,True,23.236.62.147,2863,81,548,358439.25,"880    http://kastros.com/secure/microsoftexcelverifi...
Name: url, dtype: object",15.0,3.0,0.0,40.066666,0.0,1,1,1,0,0
349,349,349,fenapro.org.br,fenapro.org.br,2013-05-23,2020-01-04,10800,2,1,True,1,True,N,14,0.3977507095512776,0,0,0,0,N,0,1,Compromised,22.0,7.0,15.0,15.0,0.0,0,7,404,False,34.230.222.131,237,82,159,430805.0,"1252    http://fenapro.org.br/templates/ja_edenite/css...
Name: url, dtype: object",22.0,4.2727275,0.0,30.136364,0.0,1,2,0,0,0
350,350,350,gxdlxy.com,glgcx.gxdlxy.com,2011-06-28,2019-12-27,1690,3,1,True,2,True,N,16,0.37882988164154,0,0,0,0,N,0,1,Compromised,3.0,0.0,3.0,0.0,0.0,0,6,200,False,222.216.110.53,14006,64,565,563880.5,"236    http://glgcx.gxdlxy.com/xbjj.htm
Name: url, dtype: object",3.0,1.0,0.0,9.0,0.0,1,2,0,0,0
351,351,351,pudjiadiprestige.co.id,pudjiadiprestige.co.id,2012-10-09,2019-10-29,5438,7,4,True,3,True,N,22,0.4508670945047791,0,0,0,0,N,0,1,Compromised,3.0,0.0,3.0,3.0,0.0,0,5,404,True,202.179.136.211,1130,81,1288,781237.8,"159    http://pudjiadiprestige.co.id/new/wp-includes/...
Name: url, dtype: object",3.0,4.0,0.0,36.0,0.0,1,2,0,0,0
352,352,352,sp-mps.com,sp-mps.com,2014-11-07,2020-01-03,7324,2,2,True,2,None,N,10,0.3402410164862569,0,0,0,0,N,1,0,Compromised,4.0,1.0,3.0,3.0,0.0,0,6,404,False,107.178.107.99,5675,81,714,706172.0,"205    http://sp-mps.com/libraries/joomla/cache/10010...
Name: url, dtype: object",4.0,4.0,0.0,36.25,0.0,1,1,0,0,0
353,353,353,kority.com,kority.com,2012-07-26,2019-10-07,13999,1,1,True,1,True,N,10,0.3902410164862569,0,0,0,0,N,0,0,Compromised,2.0,0.0,2.0,2.0,0.0,0,5,200,True,103.9.103.91,7439,50,1272,434517.0,"680    http://kority.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,0,0,0
354,354,354,56888.net,cargo.56888.net,2013-11-08,2020-01-02,1843,2,1,True,1,None,N,15,0.4320706023176381,0,0,0,0,N,0,1,Compromised,39.0,0.0,39.0,0.0,35.0,0,7,200,False,202.70.2.133,2129920,81,2101,102598.5,"322    http://cargo.56888.net/upgrade/cargo/client/ca...
Name: url, dtype: object",4.0,4.0,0.0,31.0,0.0,1,2,0,0,0
355,355,355,sarasotaautodetailing.com,sarasotaautodetailing.com,2010-11-03,2019-12-29,2036,2,1,True,1,True,N,25,0.4548849539258478,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,True,74.208.236.139,15768,82,2244,268585.0,"1007    http://sarasotaautodetailing.com/naotempreco3....
Name: url, dtype: object",6.0,2.0,0.0,34.0,0.0,1,1,0,0,0
356,356,356,zostanwege.pl,zostanwege.pl,2013-10-30,2020-01-03,4432,2,2,True,1,None,N,13,0.4433241792260305,0,0,0,0,N,0,0,Compromised,8.0,0.0,8.0,8.0,0.0,0,5,404,True,188.210.223.86,77310,82,908,676136.0,"1127    http://zostanwege.pl/wp-admin/maint/M2u/M2ULog...
Name: url, dtype: object",8.0,4.0,0.0,43.0,0.0,1,1,0,0,0
357,357,357,thejetbag.com,thejetbag.com,2014-11-11,2020-01-04,29708,1,1,True,1,None,N,13,0.4240934099952613,0,0,0,1,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,True,199.34.228.42,3803,81,2368,967004.0,"124    http://thejetbag.com/paypal.com.au.cgi/encript...
Name: url, dtype: object",6.0,4.0,0.0,56.5,0.0,1,4,1,0,0
358,358,358,mywesternwall.net,mywesternwall.net,2012-12-25,2020-01-04,73489,3,3,True,3,True,N,17,0.4171469130429416,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,404,True,173.236.11.183,50552,81,1503,814963.6666666665,"233    http://mywesternwall.net/wp-content/uploads/er...
Name: url, dtype: object",3.0,5.0,0.0,42.0,0.0,1,1,0,0,0
359,359,359,grossgang.com,grossgang.com,2013-08-06,2020-01-03,18783,12,1,True,1,None,N,13,0.3783733421203239,0,0,0,0,N,0,0,Compromised,46.0,0.0,46.0,46.0,1.0,0,6,200,False,160.153.57.100,14400,68,367,708573.5,"304    http://grossgang.com/tts/sapi_voices
Name: url, dtype: object",45.0,2.3555555,0.0,10.9777775,0.0,1,1,0,0,0
360,360,360,volt.se,volt.se,2013-02-07,2020-01-04,29224,3,2,True,2,None,N,7,0.35091935475549224,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,200,True,91.201.60.85,771,57,1161,849895.0,"977    http://volt.se/wp-rss.php
Name: url, dtype: object",6.0,3.5,0.0,38.0,0.0,1,1,0,0,0
361,361,361,dekalog.pl,jbp.dekalog.pl,2015-10-24,2019-12-27,2336,1,1,True,2,True,N,14,0.4223479138995885,0,0,0,0,N,0,1,Compromised,10.0,0.0,10.0,0.0,0.0,0,5,404,False,46.41.144.29,16727,81,1663,738064.0,"813    http://jbp.dekalog.pl/guppy/pages/Faktura.pdf.exe
Name: url, dtype: object",10.0,3.0,0.0,20.5,0.0,1,2,0,0,0
362,362,362,maternidadlafloresta.com,bebes.maternidadlafloresta.com,2013-12-26,2019-09-22,1007,3,2,True,2,None,N,30,0.4716946654421501,0,0,0,0,N,0,1,Compromised,5.0,0.0,2.0,0.0,0.0,0,5,200,True,54.39.53.24,371714,70,1972,797771.4,"509    http://bebes.maternidadlafloresta.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,2,0,0,0
